userID,username,retweet user,utc off,profile created,favorites,followers,following,tweets,tweetID,retweetID,retweet count,extended,text,date,day,year,month,day,hour,min,sec,url,lat,lon,mentions
'128793004,b'xJoeOfficial',-5.0,Fri Apr 02 06:01:37 +0000 2010,106,15735,5588,18253,'759964269496590336,,,0,False,some #eastloshigh before bed ?  [emoj_thumbsup]   [emoj_rowboat_type_3,Mon Aug 01 04:09:35 +0000 2016,Mon,2016,Aug,01,04,09,35,http://twitter.com/b'xJoeOfficial'/status/759964269496590336,,
'487821791,b'jj7twin',-5.0,Thu Feb 09 19:42:27 +0000 2012,179,127,207,4769,'759984304722247681,,,0,False,still watching #eastloshigh jacob will have a drinking problem soon and he needs to be single for awhile,Mon Aug 01 05:29:12 +0000 2016,Mon,2016,Aug,01,05,29,12,http://twitter.com/b'jj7twin'/status/759984304722247681,,
'4519165485,b'Raulislifee',,Fri Dec 18 00:32:25 +0000 2015,2534,139,182,4820,'759995878769700864,,,0,False,californication and eastloshigh are the new shows ive been watching,Mon Aug 01 06:15:12 +0000 2016,Mon,2016,Aug,01,06,15,12,http://twitter.com/b'Raulislifee'/status/759995878769700864,,
'3254135952,b'jhuliannaxtc',,Wed Jun 24 02:31:54 +0000 2015,718,109,157,4364,'760079522213474305,,,0,False,she's gorgeous  [emoj_heart_eyes_cat]   [emoj_fire]  #eastloshigh @janinelarina https://t.co/2w9j6gpuhz,Mon Aug 01 11:47:34 +0000 2016,Mon,2016,Aug,01,11,47,34,http://twitter.com/b'jhuliannaxtc'/status/760079522213474305,,
'3220880017,b'saaaalllyy',,Tue May 19 23:54:08 +0000 2015,5600,387,363,8388,'760200859917557760,'758734571856736257,gabeiswitit,40,False,rt @gabeiswitit: #dancerehearsal with @themsdaniv for #eastloshigh season 4.  [emoj_dancer]  \\n#choreography by: @reinahidalgo521 #reinahidalgo  [emoj_heart]  https://  [...] ,Mon Aug 01 19:49:43 +0000 2016,Mon,2016,Aug,01,19,49,43,http://twitter.com/b'saaaalllyy'/status/760200859917557760,,
'314048220,b'_Alyssa_Centeno',,Thu Jun 09 16:43:18 +0000 2011,1358,252,199,3980,'760232413746204672,'758734571856736257,gabeiswitit,41,False,rt @gabeiswitit: #dancerehearsal with @themsdaniv for #eastloshigh season 4.  [emoj_dancer]  \\n#choreography by: @reinahidalgo521 #reinahidalgo  [emoj_heart]  https://  [...] ,Mon Aug 01 21:55:06 +0000 2016,Mon,2016,Aug,01,21,55,06,http://twitter.com/b'_Alyssa_Centeno'/status/760232413746204672,,
